order_id,customer_id,product_id,factory_id,order_date,ship_date,quantity,unit_price,discount_pct,revenue,region,sales_channel,priority
ORD01028,CUST347,PROD058,FACT06,2022-01-17,2022-01-21,191,534.11,13.7,88038.95,Asia Pacific,Online B2B,High
ORD01029,CUST197,PROD078,FACT03,2023-05-10,2023-05-17,286,167.85,13.4,41572.42,Middle East,Direct,Low
ORD01030,CUST107,PROD002,FACT08,2023-03-20,2023-04-02,182,442.82,19.6,64796.96,Europe,Direct,Medium
ORD01031,CUST269,PROD032,FACT07,2024-02-18,2024-03-02,455,202.94,10.6,82549.9,Europe,Online B2B,Medium
ORD01032,CUST232,PROD066,FACT01,2022-06-15,2022-06-29,155,1103.58,10.1,153778.36,North America,Distributor,Low
ORD01033,CUST405,PROD037,FACT02,2022-12-23,2022-12-31,342,189.37,6.8,60360.55,South Asia,Government Tender,High
ORD01034,CUST101,PROD089,FACT04,2022-08-22,2022-08-30,192,321.29,7.3,57184.48,Middle East,Distributor,Medium
ORD01035,CUST160,PROD111,FACT05,2022-06-24,2022-07-05,81,1040.49,14.1,72396.25,Asia Pacific,Direct,High
ORD01036,CUST422,PROD094,FACT11,2023-11-28,2023-12-03,335,205.21,8.2,63108.23,South Asia,Distributor,Medium
ORD01037,CUST095,PROD106,FACT10,2022-08-26,2022-08-30,393,680.59,12.3,234572.83,North America,Distributor,High
ORD01038,CUST416,PROD002,FACT11,2024-09-14,2024-09-16,332,466.15,14.9,131702.29,Asia Pacific,Direct,Medium
ORD01039,CUST207,PROD086,FACT04,2024-10-10,2024-10-18,456,960.77,20.7,347422.12,Asia Pacific,Direct,Medium
ORD01040,CUST313,PROD034,FACT04,2024-06-30,2024-07-10,386,524.34,23.1,155641.94,Asia Pacific,Direct,Low
ORD01041,CUST432,PROD088,FACT09,2023-09-22,2023-09-24,49,468.46,18.8,18639.09,Asia Pacific,Direct,Medium
ORD01042,CUST414,PROD049,FACT04,2023-08-11,2023-08-17,304,595.85,1.1,179145.88,South Asia,Distributor,Low
ORD01043,CUST235,PROD102,FACT04,2024-03-04,2024-03-09,55,95.88,20.2,4208.17,Europe,Online B2B,High
ORD01044,CUST327,PROD064,FACT04,2024-07-08,2024-07-19,336,754.89,23.5,194036.93,Asia Pacific,Direct,Medium
ORD01045,CUST422,PROD112,FACT02,2023-02-11,2023-02-14,67,107.32,7.6,6643.97,South Asia,Distributor,Medium
ORD01046,CUST479,PROD061,FACT08,2022-06-26,2022-07-04,115,473.74,17.4,45000.56,Asia Pacific,Online B2B,Low
ORD01047,CUST428,PROD058,FACT04,2022-04-29,2022-05-07,112,558.7,14.9,53250.81,Europe,Distributor,High
ORD01048,CUST154,PROD085,FACT05,2023-09-06,2023-09-20,159,496.67,9.5,71468.33,Asia Pacific,Online B2B,Low
ORD01049,CUST100,PROD087,FACT08,2022-12-31,2023-01-09,107,516.89,12.1,48615.06,Asia Pacific,Direct,High
ORD01050,CUST238,PROD098,FACT04,2023-05-01,2023-05-05,26,279.25,9.7,6556.23,Asia Pacific,Direct,Low
ORD01051,CUST107,PROD051,FACT05,2022-11-18,2022-11-25,489,509.2,13.3,215881.96,Europe,Distributor,Medium
ORD01052,CUST346,PROD061,FACT05,2022-05-19,2022-05-24,110,499.87,4.3,52621.31,North America,Online B2B,Medium
ORD01053,CUST364,PROD034,FACT06,2022-11-29,2022-12-12,66,523.07,10.0,31070.36,Middle East,Distributor,Low
ORD01054,CUST130,PROD095,FACT07,2022-08-12,2022-08-24,414,235.07,6.8,90701.29,Europe,Government Tender,Low
ORD01055,CUST299,PROD026,FACT03,2023-07-26,2023-07-30,205,345.07,16.1,59350.31,Asia Pacific,Distributor,Low
ORD01056,CUST493,PROD027,FACT10,2024-02-15,2024-02-20,101,282.71,10.3,25612.68,North America,Distributor,Medium
ORD01057,CUST043,PROD038,FACT11,2024-08-24,2024-09-06,500,64.36,23.3,24682.06,Asia Pacific,Online B2B,Low
ORD01058,CUST063,PROD066,FACT03,2023-08-16,2023-08-18,206,1098.56,13.3,196205.01,North America,Direct,Medium
ORD01059,CUST073,PROD083,FACT09,2024-03-19,2024-03-27,1,400.59,16.9,332.89,Asia Pacific,Online B2B,Low
ORD01060,CUST186,PROD080,FACT01,2024-09-13,2024-09-21,224,340.98,20.5,60721.72,Europe,Distributor,Medium
ORD01061,CUST117,PROD098,FACT10,2024-10-20,2024-10-28,70,297.83,2.7,20285.2,Europe,Direct,Low
ORD01062,CUST304,PROD030,FACT12,2024-05-10,2024-05-13,150,87.39,7.6,12112.25,Middle East,Direct,Medium
ORD01063,CUST005,PROD087,FACT08,2022-07-06,2022-07-08,459,522.07,6.6,223814.54,Europe,Government Tender,Medium
ORD01064,CUST475,PROD036,FACT10,2022-09-06,2022-09-16,369,966.84,9.8,321801.09,North America,Distributor,Medium
ORD01065,CUST076,PROD058,FACT03,2024-12-04,2024-12-07,215,538.73,7.0,107719.06,Europe,Direct,Medium
ORD01066,CUST291,PROD018,FACT05,2024-10-20,2024-10-26,310,499.44,17.5,127731.78,North America,Direct,Medium
ORD01067,CUST349,PROD028,FACT03,2022-09-03,2022-09-09,142,155.49,4.4,21108.08,Middle East,Distributor,Medium
ORD01068,CUST400,PROD014,FACT10,2024-07-15,2024-07-29,14,326.09,0.7,4533.3,Asia Pacific,Direct,Medium
ORD01069,CUST083,PROD099,FACT01,2022-01-15,2022-01-29,468,463.68,13.8,187055.93,Europe,Direct,Low
ORD01070,CUST433,PROD102,FACT10,2024-04-05,2024-04-17,199,99.09,0.2,19679.47,Asia Pacific,Online B2B,Medium
ORD01071,CUST060,PROD088,FACT05,2023-11-20,2023-11-29,19,466.39,4.2,8489.23,North America,Online B2B,Medium
ORD01072,CUST107,PROD099,FACT08,2023-12-28,2023-12-30,410,455.02,16.7,155402.98,Europe,Government Tender,Medium
ORD01073,CUST117,PROD034,FACT05,2023-06-21,2023-07-03,315,501.52,4.8,150395.82,Europe,Direct,Low
ORD01074,CUST307,PROD114,FACT04,2023-05-07,2023-05-15,150,393.27,18.3,48195.24,Asia Pacific,Online B2B,High
ORD01075,CUST383,PROD029,FACT09,2022-10-19,2022-10-23,262,336.25,6.9,82018.77,North America,Direct,Low
ORD01076,CUST347,PROD040,FACT01,2022-04-27,2022-04-30,319,585.53,13.8,161007.87,Asia Pacific,Direct,Medium
ORD01077,CUST082,PROD068,FACT05,2023-08-15,2023-08-21,333,94.83,1.3,31167.87,Asia Pacific,Direct,High
ORD01078,CUST315,PROD099,FACT01,2023-11-18,2023-11-23,74,457.07,12.1,29730.58,North America,Government Tender,Low
ORD01079,CUST320,PROD117,FACT06,2024-01-14,2024-01-28,438,292.07,7.3,118588.01,North America,Government Tender,Medium
ORD01080,CUST361,PROD004,FACT10,2024-08-05,2024-08-15,383,432.53,22.7,128054.4,Asia Pacific,Online B2B,High
ORD01081,CUST141,PROD107,FACT09,2023-11-14,2023-11-26,403,173.53,1.5,68883.6,Asia Pacific,Direct,Medium
ORD01082,CUST222,PROD035,FACT11,2023-09-21,2023-09-23,351,756.27,20.2,211829.71,North America,Online B2B,Low
ORD01083,CUST410,PROD017,FACT02,2023-08-16,2023-08-28,266,301.44,11.9,70641.26,South Asia,Distributor,Low
ORD01084,CUST070,PROD117,FACT04,2023-01-22,2023-01-26,293,314.77,14.2,79131.29,Asia Pacific,Direct,Low
ORD01085,CUST387,PROD086,FACT08,2023-10-14,2023-10-18,461,918.46,20.0,338728.05,South Asia,Direct,Medium
ORD01086,CUST471,PROD077,FACT03,2022-07-12,2022-07-17,145,296.49,20.3,34263.87,North America,Distributor,High
ORD01087,CUST012,PROD102,FACT07,2022-04-11,2022-04-19,439,104.58,10.6,41044.09,North America,Online B2B,Medium
ORD01088,CUST297,PROD074,FACT12,2024-12-29,2025-01-04,133,473.28,13.4,54511.44,North America,Online B2B,Medium
ORD01089,CUST105,PROD112,FACT07,2023-03-20,2023-04-01,405,100.04,16.0,34033.61,Asia Pacific,Distributor,Medium
ORD01090,CUST207,PROD001,FACT02,2023-03-09,2023-03-20,374,315.17,13.7,101724.9,Asia Pacific,Distributor,Medium
ORD01091,CUST065,PROD086,FACT12,2023-06-21,2023-06-28,423,1014.18,8.2,393820.29,Middle East,Distributor,Medium
ORD01092,CUST063,PROD007,FACT10,2023-08-24,2023-08-28,148,201.75,0.9,29590.27,North America,Online B2B,High
ORD01093,CUST178,PROD102,FACT04,2023-12-09,2023-12-15,455,99.26,5.0,42905.14,Asia Pacific,Direct,Medium
ORD01094,CUST431,PROD008,FACT01,2022-11-15,2022-11-29,399,535.05,23.2,163956.44,Middle East,Online B2B,High
ORD01095,CUST008,PROD113,FACT08,2022-08-13,2022-08-26,79,351.55,8.0,25550.65,Asia Pacific,Direct,Low
ORD01096,CUST159,PROD007,FACT10,2023-01-23,2023-02-04,309,206.17,6.6,59501.9,Asia Pacific,Distributor,Low
ORD01097,CUST011,PROD084,FACT10,2024-04-25,2024-04-28,215,517.91,4.0,106896.62,Asia Pacific,Direct,Low
ORD01098,CUST273,PROD030,FACT09,2022-03-12,2022-03-17,33,81.92,3.8,2600.63,South Asia,Distributor,High
ORD01099,CUST411,PROD095,FACT01,2023-03-20,2023-04-02,378,234.21,13.5,76579.64,Europe,Direct,High
ORD01100,CUST380,PROD080,FACT11,2023-08-22,2023-08-26,428,328.8,12.4,123276.33,Europe,Government Tender,Medium
ORD01101,CUST095,PROD099,FACT07,2023-01-22,2023-01-26,194,487.11,24.8,71063.5,North America,Distributor,Medium
ORD01102,CUST155,PROD049,FACT01,2022-01-18,2022-01-31,178,572.62,18.0,83579.62,South Asia,Government Tender,Low
ORD01103,CUST206,PROD018,FACT12,2023-07-07,2023-07-12,288,487.36,1.2,138675.36,Europe,Direct,Low
ORD01104,CUST115,PROD082,FACT01,2024-05-23,2024-06-01,335,412.21,11.3,122486.14,Asia Pacific,Distributor,High
ORD01105,CUST379,PROD089,FACT09,2022-10-07,2022-10-20,455,325.22,13.2,128442.39,Europe,Government Tender,Low
ORD01106,CUST087,PROD024,FACT10,2024-02-10,2024-02-19,201,728.04,24.0,111215.39,Europe,Direct,High
ORD01107,CUST312,PROD084,FACT10,2024-08-11,2024-08-13,439,524.83,19.4,185702.7,Europe,Direct,Low
ORD01108,CUST197,PROD025,FACT06,2022-11-25,2022-12-08,412,235.81,17.6,80054.67,Middle East,Distributor,Medium
ORD01109,CUST350,PROD048,FACT01,2023-05-23,2023-05-29,470,508.73,9.3,216866.51,Middle East,Distributor,Medium
ORD01110,CUST098,PROD079,FACT07,2023-03-26,2023-03-29,3,285.23,10.2,768.41,Asia Pacific,Direct,Medium
ORD01111,CUST431,PROD048,FACT03,2024-04-18,2024-04-29,53,528.12,19.8,22448.27,Middle East,Government Tender,Low
ORD01112,CUST019,PROD028,FACT10,2023-01-28,2023-02-04,426,158.83,10.6,60489.45,Europe,Online B2B,Medium
ORD01113,CUST313,PROD046,FACT04,2022-04-19,2022-04-23,258,1316.21,20.8,268949.09,Asia Pacific,Distributor,Low
ORD01114,CUST415,PROD081,FACT04,2022-12-25,2023-01-07,121,266.61,18.4,26324.0,North America,Direct,High
ORD01115,CUST016,PROD034,FACT08,2024-08-13,2024-08-24,150,546.15,10.5,73320.64,North America,Direct,Low
ORD01116,CUST045,PROD019,FACT01,2024-07-23,2024-08-03,153,226.31,9.6,31301.39,Europe,Direct,Low
ORD01117,CUST155,PROD011,FACT08,2022-11-14,2022-11-28,217,1127.1,11.7,215964.76,South Asia,Distributor,Medium
ORD01118,CUST445,PROD103,FACT09,2022-12-07,2022-12-21,416,207.12,23.5,65913.87,Europe,Distributor,Low
ORD01119,CUST410,PROD062,FACT11,2022-12-15,2022-12-25,492,206.24,9.3,92033.36,South Asia,Direct,High
ORD01120,CUST231,PROD008,FACT07,2022-01-27,2022-02-06,135,560.87,20.9,59892.5,Asia Pacific,Government Tender,Low
ORD01121,CUST157,PROD081,FACT01,2023-09-30,2023-10-09,256,272.77,5.1,66267.83,South Asia,Distributor,High
ORD01122,CUST113,PROD075,FACT07,2023-02-05,2023-02-08,62,644.5,23.8,30448.76,Europe,Direct,Medium
ORD01123,CUST499,PROD005,FACT06,2022-11-12,2022-11-24,287,363.97,7.5,96624.94,Asia Pacific,Online B2B,Medium
ORD01124,CUST377,PROD078,FACT05,2023-01-03,2023-01-06,63,165.57,10.2,9366.96,Asia Pacific,Direct,Medium
ORD01125,CUST359,PROD100,FACT05,2022-12-09,2022-12-21,293,593.97,24.3,131743.14,Europe,Online B2B,Medium
ORD01126,CUST383,PROD064,FACT01,2023-11-24,2023-11-27,68,707.99,13.7,41547.69,North America,Online B2B,Medium
ORD01127,CUST044,PROD020,FACT06,2024-06-22,2024-06-28,225,344.21,19.7,62190.14,South Asia,Government Tender,Low
ORD01128,CUST365,PROD035,FACT04,2022-07-05,2022-07-18,335,762.72,12.5,223572.3,Middle East,Direct,High
ORD01129,CUST413,PROD097,FACT01,2024-04-15,2024-04-26,137,390.85,24.3,40534.66,North America,Direct,Medium
ORD01130,CUST365,PROD053,FACT12,2022-11-15,2022-11-25,454,499.21,24.8,170434.29,Middle East,Direct,Low
ORD01131,CUST110,PROD032,FACT08,2024-08-12,2024-08-20,46,213.2,1.6,9650.28,Middle East,Direct,Low
ORD01132,CUST111,PROD035,FACT08,2023-08-17,2023-08-25,95,723.72,6.8,64078.17,Europe,Online B2B,Medium
ORD01133,CUST223,PROD027,FACT12,2024-09-18,2024-09-22,290,297.8,8.2,79280.32,South Asia,Online B2B,Medium
ORD01134,CUST386,PROD087,FACT11,2024-03-03,2024-03-07,364,529.12,11.4,170643.32,Asia Pacific,Government Tender,Medium
ORD01135,CUST390,PROD074,FACT04,2022-12-19,2022-12-30,247,470.98,12.8,101441.56,Europe,Direct,Medium
ORD01136,CUST265,PROD011,FACT07,2022-12-21,2022-12-25,316,1104.31,18.1,285799.85,Asia Pacific,Online B2B,Medium
ORD01137,CUST271,PROD082,FACT03,2022-04-16,2022-04-18,486,433.11,14.4,180180.69,Europe,Direct,Medium
ORD01138,CUST212,PROD016,FACT08,2023-02-22,2023-03-08,397,330.46,10.4,117548.59,Europe,Government Tender,Medium
ORD01139,CUST496,PROD022,FACT07,2023-10-04,2023-10-17,292,109.85,23.7,24474.14,Middle East,Direct,Medium
ORD01140,CUST314,PROD096,FACT05,2022-07-24,2022-08-02,480,385.26,23.5,141467.47,Asia Pacific,Online B2B,Medium
ORD01141,CUST258,PROD012,FACT05,2023-07-19,2023-08-01,214,216.0,22.9,35638.7,Asia Pacific,Direct,Medium
ORD01142,CUST387,PROD013,FACT09,2022-07-08,2022-07-20,256,478.7,15.7,103307.29,South Asia,Direct,High
ORD01143,CUST247,PROD043,FACT06,2023-06-27,2023-06-30,48,171.71,17.4,6807.96,Asia Pacific,Online B2B,Low
ORD01144,CUST436,PROD021,FACT06,2022-09-15,2022-09-27,93,214.28,6.1,18712.43,Middle East,Online B2B,Low
ORD01145,CUST055,PROD021,FACT02,2023-03-29,2023-04-06,459,205.72,14.2,81017.06,Asia Pacific,Online B2B,Medium
ORD01146,CUST309,PROD048,FACT11,2022-03-19,2022-03-29,6,511.73,7.8,2830.89,North America,Direct,Low
ORD01147,CUST350,PROD072,FACT05,2024-11-12,2024-11-15,389,306.76,1.2,117897.68,Middle East,Distributor,Medium
ORD01148,CUST072,PROD081,FACT12,2023-05-18,2023-06-01,193,272.25,4.1,50389.94,Europe,Direct,High
ORD01149,CUST296,PROD083,FACT04,2022-07-04,2022-07-06,499,415.08,16.9,172120.81,North America,Online B2B,Medium
ORD01150,CUST213,PROD076,FACT10,2023-07-01,2023-07-07,103,944.33,14.3,83356.95,South Asia,Direct,High
ORD01151,CUST295,PROD025,FACT03,2022-02-18,2022-03-01,434,244.67,18.5,86542.23,Middle East,Government Tender,Low
ORD01152,CUST171,PROD120,FACT09,2022-06-17,2022-06-23,74,654.03,20.4,38524.98,Asia Pacific,Distributor,High
ORD01153,CUST246,PROD115,FACT11,2022-01-21,2022-01-23,74,545.54,11.3,35808.15,Asia Pacific,Distributor,High
ORD01154,CUST141,PROD071,FACT12,2023-01-27,2023-02-06,113,1127.3,13.2,110570.09,Asia Pacific,Online B2B,High
ORD01155,CUST104,PROD012,FACT07,2024-06-21,2024-06-25,152,211.59,8.1,29556.58,Asia Pacific,Distributor,High
ORD01156,CUST105,PROD074,FACT04,2022-08-17,2022-08-20,263,482.37,23.8,96669.84,Asia Pacific,Direct,Medium
ORD01157,CUST240,PROD002,FACT09,2022-12-18,2022-12-31,86,432.06,16.7,30951.91,North America,Direct,Medium
ORD01158,CUST421,PROD040,FACT09,2022-08-13,2022-08-21,58,566.51,20.2,26220.35,North America,Direct,High
ORD01159,CUST311,PROD066,FACT12,2022-08-22,2022-09-04,149,1114.73,17.1,137692.56,Asia Pacific,Distributor,Medium
ORD01160,CUST416,PROD077,FACT07,2022-09-23,2022-09-29,214,296.68,12.1,55807.29,Asia Pacific,Direct,Medium
ORD01161,CUST398,PROD090,FACT05,2024-05-07,2024-05-12,417,437.22,4.1,174845.59,Europe,Distributor,Medium
ORD01162,CUST321,PROD022,FACT09,2022-11-10,2022-11-15,300,107.1,11.0,28595.7,South Asia,Direct,High
ORD01163,CUST411,PROD047,FACT07,2023-05-14,2023-05-24,281,148.71,16.6,34850.78,Europe,Online B2B,Medium
ORD01164,CUST280,PROD023,FACT09,2024-05-26,2024-06-05,95,310.41,9.7,26628.52,Asia Pacific,Online B2B,Medium
ORD01165,CUST371,PROD107,FACT11,2022-07-30,2022-08-01,497,160.8,13.7,68968.89,Asia Pacific,Online B2B,Medium
ORD01166,CUST369,PROD100,FACT03,2022-04-09,2022-04-22,208,629.13,17.4,108089.57,South Asia,Direct,Medium
ORD01167,CUST022,PROD077,FACT11,2022-12-11,2022-12-25,372,296.9,6.9,102825.97,Middle East,Online B2B,High
ORD01168,CUST078,PROD042,FACT09,2024-06-22,2024-07-03,143,444.39,18.0,52109.17,Europe,Online B2B,Medium
ORD01169,CUST301,PROD098,FACT01,2023-06-08,2023-06-16,413,277.32,12.8,99872.92,South Asia,Direct,Medium
ORD01170,CUST392,PROD106,FACT05,2022-04-28,2022-05-10,83,729.33,18.0,49638.2,Asia Pacific,Government Tender,Medium
ORD01171,CUST475,PROD089,FACT02,2023-08-23,2023-09-01,52,344.81,5.5,16943.96,North America,Direct,High
ORD01172,CUST195,PROD080,FACT01,2024-05-05,2024-05-11,17,325.34,4.3,5292.96,Europe,Direct,Medium
ORD01173,CUST320,PROD026,FACT03,2022-07-28,2022-08-05,218,332.67,8.8,66140.12,North America,Distributor,Medium
ORD01174,CUST353,PROD028,FACT07,2023-04-26,2023-05-05,228,164.4,2.2,36658.57,Asia Pacific,Direct,Medium
ORD01175,CUST371,PROD002,FACT03,2024-07-11,2024-07-20,292,432.76,23.5,96669.93,Asia Pacific,Online B2B,High
ORD01176,CUST431,PROD051,FACT10,2022-11-25,2022-12-05,419,481.45,24.0,153312.94,Middle East,Direct,Low
ORD01177,CUST021,PROD037,FACT10,2023-02-21,2023-02-27,424,198.95,9.9,76003.67,Middle East,Distributor,High
ORD01178,CUST160,PROD073,FACT11,2022-09-11,2022-09-14,407,505.28,14.5,175829.86,Asia Pacific,Distributor,Low
ORD01179,CUST232,PROD099,FACT09,2024-08-02,2024-08-09,201,455.29,19.4,73759.71,North America,Online B2B,Low
ORD01180,CUST361,PROD046,FACT03,2022-01-05,2022-01-07,418,1351.54,19.0,457604.41,Asia Pacific,Direct,Low
ORD01181,CUST301,PROD113,FACT11,2022-10-30,2022-11-10,442,338.73,15.9,125913.39,South Asia,Online B2B,Low
ORD01182,CUST044,PROD017,FACT06,2024-09-06,2024-09-13,499,317.42,14.3,135742.44,South Asia,Direct,Low
ORD01183,CUST297,PROD062,FACT02,2023-08-30,2023-09-03,82,214.73,2.5,17167.66,North America,Online B2B,Low
ORD01184,CUST352,PROD004,FACT08,2024-08-21,2024-09-04,128,411.41,13.3,45656.64,Asia Pacific,Government Tender,High
ORD01185,CUST180,PROD087,FACT10,2024-01-06,2024-01-10,80,531.18,9.8,38329.95,Asia Pacific,Direct,Medium
ORD01186,CUST472,PROD042,FACT05,2023-01-25,2023-02-02,189,426.42,13.3,69874.46,Asia Pacific,Direct,High
ORD01187,CUST395,PROD056,FACT02,2024-04-29,2024-05-04,480,251.86,5.8,113881.02,Asia Pacific,Distributor,Medium
ORD01188,CUST101,PROD019,FACT07,2024-03-29,2024-04-04,156,223.04,1.8,34167.94,Middle East,Direct,Medium
ORD01189,CUST115,PROD117,FACT03,2022-01-12,2022-01-19,316,294.57,0.2,92897.95,Asia Pacific,Direct,Low
ORD01190,CUST213,PROD103,FACT05,2022-12-03,2022-12-16,160,196.86,6.1,29576.25,South Asia,Direct,Low
ORD01191,CUST018,PROD095,FACT11,2023-08-30,2023-09-10,242,244.62,3.5,57126.11,South Asia,Distributor,Medium
ORD01192,CUST395,PROD054,FACT09,2022-05-09,2022-05-22,314,514.04,4.8,153660.95,Asia Pacific,Direct,Medium
ORD01193,CUST027,PROD023,FACT01,2022-01-11,2022-01-18,82,309.9,13.6,21955.8,Europe,Distributor,Medium
ORD01194,CUST427,PROD120,FACT02,2023-05-05,2023-05-08,44,667.04,20.0,23479.81,Europe,Distributor,Medium
ORD01195,CUST358,PROD100,FACT05,2022-09-29,2022-10-03,162,625.01,9.6,91531.46,Asia Pacific,Online B2B,Medium
ORD01196,CUST449,PROD026,FACT04,2024-05-30,2024-06-01,221,359.41,23.7,60604.79,Europe,Government Tender,Low
ORD01197,CUST438,PROD095,FACT01,2022-01-09,2022-01-13,149,238.22,10.5,31767.83,North America,Distributor,Low
ORD01198,CUST285,PROD108,FACT07,2024-06-05,2024-06-14,124,218.55,2.5,26422.7,Europe,Distributor,High
ORD01199,CUST149,PROD045,FACT09,2024-02-15,2024-02-20,1,536.4,21.3,422.15,North America,Direct,Medium
ORD01200,CUST285,PROD022,FACT01,2022-10-08,2022-10-11,183,103.85,2.7,18491.43,Europe,Distributor,Low
ORD01201,CUST137,PROD090,FACT08,2023-04-03,2023-04-08,208,437.1,8.4,83279.79,Europe,Government Tender,Medium
ORD01202,CUST189,PROD120,FACT09,2024-07-24,2024-08-01,433,618.73,1.2,264695.17,Europe,Online B2B,Medium
ORD01203,CUST190,PROD038,FACT02,2023-03-27,2023-04-06,97,62.34,0.7,6004.65,Asia Pacific,Direct,Low
ORD01204,CUST199,PROD053,FACT01,2024-03-01,2024-03-07,21,502.8,17.0,8763.8,Asia Pacific,Online B2B,Medium
ORD01205,CUST102,PROD113,FACT06,2024-03-22,2024-04-05,355,339.22,1.6,118496.33,North America,Online B2B,Medium
ORD01206,CUST479,PROD036,FACT07,2022-02-25,2022-03-03,439,936.55,14.6,351118.21,Asia Pacific,Direct,Low
ORD01207,CUST091,PROD120,FACT02,2023-12-09,2023-12-22,411,633.93,5.1,247257.42,Asia Pacific,Online B2B,Medium
ORD01208,CUST490,PROD064,FACT05,2023-01-14,2023-01-20,404,727.53,21.5,230728.86,Asia Pacific,Direct,Medium
ORD01209,CUST224,PROD046,FACT05,2024-10-06,2024-10-17,223,1385.48,5.0,293513.94,Asia Pacific,Distributor,High
ORD01210,CUST005,PROD061,FACT07,2022-01-23,2022-02-02,400,482.75,7.4,178810.6,Europe,Direct,High
ORD01211,CUST353,PROD049,FACT12,2024-02-11,2024-02-19,462,599.52,11.6,244848.76,Asia Pacific,Direct,Medium
ORD01212,CUST015,PROD094,FACT11,2022-08-19,2022-08-23,48,212.68,3.1,9892.17,Asia Pacific,Online B2B,Medium
ORD01213,CUST441,PROD093,FACT01,2022-07-29,2022-08-01,32,522.93,12.1,14708.98,North America,Online B2B,Medium
ORD01214,CUST005,PROD083,FACT10,2024-05-15,2024-05-25,489,392.33,12.5,167868.2,Europe,Direct,Low
ORD01215,CUST404,PROD096,FACT08,2024-06-17,2024-06-21,288,405.22,14.8,99431.26,Asia Pacific,Direct,High
ORD01216,CUST230,PROD013,FACT05,2024-05-22,2024-06-05,437,486.3,16.7,177023.41,Asia Pacific,Distributor,High
ORD01217,CUST357,PROD107,FACT12,2022-12-29,2023-01-10,380,173.42,15.6,55619.26,Asia Pacific,Online B2B,High
ORD01218,CUST337,PROD103,FACT03,2023-04-20,2023-04-29,437,190.63,10.5,74558.25,Asia Pacific,Direct,Medium
ORD01219,CUST114,PROD118,FACT09,2022-07-14,2022-07-27,130,202.39,0.9,26073.9,South Asia,Online B2B,Low
ORD01220,CUST004,PROD016,FACT11,2024-07-21,2024-07-26,441,308.54,0.6,135249.74,Europe,Government Tender,Low
ORD01221,CUST184,PROD047,FACT03,2024-11-01,2024-11-07,493,139.94,15.0,58641.86,Europe,Distributor,Medium
ORD01222,CUST213,PROD090,FACT07,2024-02-23,2024-03-03,278,426.96,10.9,105757.14,South Asia,Direct,High
ORD01223,CUST247,PROD014,FACT10,2024-12-21,2024-12-27,485,354.27,11.7,151717.9,Asia Pacific,Direct,Medium
ORD01224,CUST034,PROD096,FACT12,2023-06-13,2023-06-24,245,395.12,9.5,87607.98,Asia Pacific,Direct,Low
ORD01225,CUST296,PROD019,FACT07,2022-09-28,2022-10-01,52,214.58,14.0,9596.02,North America,Direct,Medium
ORD01226,CUST453,PROD120,FACT10,2023-06-22,2023-06-29,209,658.93,19.8,110448.53,Asia Pacific,Online B2B,High
ORD01227,CUST196,PROD102,FACT12,2023-10-19,2023-10-27,352,96.04,16.9,28092.85,Middle East,Direct,Medium
ORD01228,CUST406,PROD089,FACT08,2022-03-06,2022-03-19,230,333.38,11.7,67706.14,Asia Pacific,Direct,High
ORD01229,CUST127,PROD027,FACT10,2024-05-11,2024-05-13,465,291.07,3.7,130339.69,Asia Pacific,Distributor,Medium
ORD01230,CUST142,PROD028,FACT08,2023-05-05,2023-05-16,186,158.13,3.3,28441.58,Asia Pacific,Online B2B,Low
ORD01231,CUST452,PROD052,FACT04,2024-12-27,2025-01-06,162,231.0,2.5,36486.45,South Asia,Direct,High
ORD01232,CUST136,PROD027,FACT01,2022-12-28,2023-01-04,199,279.85,17.0,46222.82,Asia Pacific,Online B2B,Medium
ORD01233,CUST128,PROD101,FACT04,2023-07-26,2023-07-31,477,335.79,24.3,121250.08,North America,Distributor,High
ORD01234,CUST323,PROD071,FACT06,2024-09-21,2024-09-24,401,1163.26,9.9,420287.0,South Asia,Distributor,Low
ORD01235,CUST174,PROD071,FACT10,2024-02-08,2024-02-18,472,1167.98,12.5,482375.74,Middle East,Online B2B,High
ORD01236,CUST413,PROD029,FACT11,2024-11-08,2024-11-15,456,337.24,24.7,115797.42,North America,Direct,Medium
ORD01237,CUST218,PROD048,FACT06,2023-06-29,2023-07-09,279,520.33,18.1,118895.93,Asia Pacific,Distributor,Medium
ORD01238,CUST114,PROD087,FACT06,2024-09-05,2024-09-08,33,527.3,3.6,16774.47,South Asia,Online B2B,Low
ORD01239,CUST375,PROD022,FACT12,2024-07-20,2024-07-26,413,103.35,23.9,32482.18,North America,Online B2B,High
ORD01240,CUST350,PROD074,FACT07,2022-04-01,2022-04-08,19,484.94,10.5,8246.4,Middle East,Direct,Medium
ORD01241,CUST012,PROD091,FACT12,2024-08-30,2024-09-11,121,457.47,14.4,47382.91,North America,Direct,High
ORD01242,CUST463,PROD027,FACT11,2022-08-26,2022-09-01,69,298.23,9.8,18561.24,Asia Pacific,Direct,Low
ORD01243,CUST244,PROD029,FACT01,2023-04-07,2023-04-14,293,348.12,11.6,90167.26,North America,Online B2B,Medium
ORD01244,CUST052,PROD057,FACT10,2024-11-13,2024-11-17,215,373.21,23.4,61463.95,North America,Online B2B,High
ORD01245,CUST186,PROD094,FACT01,2024-04-30,2024-05-10,123,202.35,21.4,19562.79,Europe,Distributor,Medium
