po_id,supplier_id,factory_id,product_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,unit_cost,total_cost,status,delay_days
PO00512,SUPP013,FACT09,PROD112,2023-02-09,2023-03-12,2023-03-12,4654,69.58,323825.32,Delivered,0.0
PO00513,SUPP023,FACT08,PROD041,2023-12-02,2023-12-27,2024-02-09,4653,845.96,3936251.88,Delayed,44.0
PO00514,SUPP039,FACT02,PROD021,2024-09-06,2024-10-19,2024-10-19,666,141.96,94545.36,Delivered,0.0
PO00515,SUPP080,FACT12,PROD086,2022-01-26,2022-04-20,2022-05-19,4565,579.68,2646239.2,Delayed,29.0
PO00516,SUPP012,FACT07,PROD042,2023-07-20,2023-08-26,2023-08-26,4219,301.16,1270594.04,Delivered,0.0
PO00517,SUPP034,FACT07,PROD074,2023-01-30,2023-02-27,,2671,337.16,900554.36,Pending,
PO00518,SUPP071,FACT11,PROD074,2024-09-27,2024-10-15,2024-10-15,4291,343.99,1476061.09,Delivered,0.0
PO00519,SUPP075,FACT12,PROD116,2023-06-07,2023-08-11,2023-08-11,2143,607.86,1302643.98,Delivered,0.0
PO00520,SUPP031,FACT01,PROD029,2024-05-11,2024-05-27,2024-05-27,1814,258.51,468937.14,Delivered,0.0
PO00521,SUPP062,FACT01,PROD080,2024-03-12,2024-05-10,,3226,242.61,782659.86,Pending,
PO00522,SUPP013,FACT12,PROD065,2023-07-04,2023-08-04,2023-09-30,1182,549.36,649343.52,Delivered,57.0
PO00523,SUPP031,FACT04,PROD017,2022-03-28,2022-04-13,2022-06-09,4266,233.43,995812.38,Delayed,57.0
PO00524,SUPP002,FACT05,PROD030,2024-04-12,2024-05-21,2024-05-21,3620,58.55,211951.0,Delivered,0.0
PO00525,SUPP015,FACT04,PROD026,2023-01-22,2023-03-12,2023-03-12,1116,290.65,324365.4,Delivered,0.0
PO00526,SUPP057,FACT07,PROD053,2024-08-20,2024-10-01,,2196,358.17,786541.32,Pending,
PO00527,SUPP075,FACT03,PROD110,2023-10-30,2024-01-03,2024-01-03,755,88.15,66553.25,Delivered,0.0
PO00528,SUPP034,FACT07,PROD019,2022-10-13,2022-11-10,2022-11-10,2408,161.73,389445.84,Delivered,0.0
PO00529,SUPP068,FACT08,PROD053,2023-11-29,2023-12-28,2023-12-28,3584,363.18,1301637.12,Delivered,0.0
PO00530,SUPP075,FACT06,PROD085,2024-08-22,2024-10-26,2024-10-26,3862,349.56,1350000.72,Delivered,0.0
PO00531,SUPP029,FACT06,PROD017,2023-01-04,2023-03-04,2023-03-04,2520,223.75,563850.0,Delivered,0.0
PO00532,SUPP066,FACT08,PROD046,2023-10-17,2023-11-14,2023-11-14,4117,890.06,3664377.02,Delivered,0.0
PO00533,SUPP016,FACT08,PROD104,2023-10-16,2023-12-01,2024-01-24,3510,81.01,284345.1,Delivered,54.0
PO00534,SUPP039,FACT07,PROD085,2023-11-28,2024-01-10,,3818,382.55,1460575.9,Pending,
PO00535,SUPP077,FACT06,PROD053,2024-10-20,2024-12-15,2025-01-13,1984,354.44,703208.96,Delayed,29.0
PO00536,SUPP037,FACT06,PROD105,2024-07-03,2024-07-27,2024-07-27,2369,150.11,355610.59,Delivered,0.0
PO00537,SUPP021,FACT10,PROD104,2022-10-15,2022-10-24,2022-10-24,2922,85.18,248895.96,Delivered,0.0
PO00538,SUPP044,FACT11,PROD064,2022-04-05,2022-05-23,2022-05-23,259,495.93,128445.87,Delivered,0.0
PO00539,SUPP019,FACT06,PROD045,2023-10-31,2023-12-12,2024-01-24,4884,376.28,1837751.52,Delayed,43.0
PO00540,SUPP071,FACT08,PROD049,2022-02-10,2022-02-28,2022-02-28,2857,454.84,1299477.88,Delivered,0.0
PO00541,SUPP008,FACT01,PROD019,2022-11-27,2022-12-28,2022-12-28,4304,147.48,634753.92,Delivered,0.0
PO00542,SUPP077,FACT05,PROD071,2023-05-19,2023-07-14,,4012,717.21,2877446.52,Cancelled,
PO00543,SUPP066,FACT03,PROD081,2022-10-02,2022-10-30,2022-12-14,4886,181.81,888323.66,Delivered,45.0
PO00544,SUPP041,FACT12,PROD065,2022-06-28,2022-08-25,,2003,566.14,1133978.42,Pending,
PO00545,SUPP075,FACT08,PROD037,2022-05-17,2022-07-21,2022-07-21,2440,153.19,373783.6,Delivered,0.0
PO00546,SUPP070,FACT11,PROD070,2024-02-06,2024-02-18,2024-02-18,3575,120.61,431180.75,Delivered,0.0
PO00547,SUPP061,FACT06,PROD026,2024-09-14,2024-10-18,,4844,282.01,1366056.44,Pending,
PO00548,SUPP026,FACT02,PROD002,2022-08-31,2022-10-04,2022-10-04,3264,291.85,952598.4,Delivered,0.0
PO00549,SUPP071,FACT07,PROD059,2022-07-16,2022-08-03,,2494,195.99,488799.06,Pending,
PO00550,SUPP070,FACT07,PROD096,2023-06-10,2023-06-22,2023-06-22,2633,317.23,835266.59,Delivered,0.0
PO00551,SUPP029,FACT05,PROD112,2023-09-24,2023-11-22,2023-12-18,190,72.5,13775.0,Delayed,26.0
PO00552,SUPP066,FACT08,PROD118,2023-02-12,2023-03-12,2023-04-20,4385,130.36,571628.6,Delivered,39.0
PO00553,SUPP019,FACT05,PROD005,2023-11-22,2024-01-03,2024-01-03,341,241.7,82419.7,Delivered,0.0
PO00554,SUPP068,FACT01,PROD037,2022-06-19,2022-07-18,2022-07-24,2914,160.84,468687.76,Delivered,6.0
PO00555,SUPP058,FACT09,PROD031,2022-06-08,2022-07-22,2022-07-22,4227,851.11,3597641.97,Delivered,0.0
PO00556,SUPP070,FACT04,PROD076,2023-03-23,2023-04-04,2023-04-04,2657,603.33,1603047.81,Delivered,0.0
PO00557,SUPP057,FACT02,PROD099,2024-10-14,2024-11-25,2024-11-25,3986,384.75,1533613.5,Delivered,0.0
PO00558,SUPP037,FACT04,PROD094,2024-12-16,2025-01-09,2025-01-09,2967,171.4,508543.8,Delivered,0.0
PO00559,SUPP061,FACT09,PROD048,2022-04-22,2022-05-26,2022-05-26,2268,351.34,796839.12,Delivered,0.0
PO00560,SUPP030,FACT02,PROD006,2022-02-17,2022-02-24,2022-02-24,1847,514.85,950927.95,Delivered,0.0
PO00561,SUPP071,FACT04,PROD015,2023-01-11,2023-01-29,2023-01-29,1026,57.98,59487.48,Delivered,0.0
PO00562,SUPP073,FACT02,PROD015,2024-04-07,2024-04-14,2024-04-14,629,59.3,37299.7,Delivered,0.0
PO00563,SUPP025,FACT05,PROD061,2022-02-02,2022-02-20,,2623,400.24,1049829.52,Cancelled,
PO00564,SUPP065,FACT03,PROD016,2023-05-19,2023-08-04,2023-08-04,2639,223.27,589209.53,Delivered,0.0
PO00565,SUPP006,FACT10,PROD020,2023-09-19,2023-10-07,2023-11-13,3333,242.88,809519.04,Delivered,37.0
PO00566,SUPP018,FACT02,PROD077,2024-10-23,2024-11-13,2024-11-13,1849,225.14,416283.86,Delivered,0.0
PO00567,SUPP010,FACT09,PROD044,2022-02-11,2022-02-28,2022-03-25,1511,67.26,101629.86,Delayed,25.0
PO00568,SUPP011,FACT05,PROD042,2022-01-09,2022-02-27,2022-02-27,4467,287.82,1285691.94,Delivered,0.0
PO00569,SUPP065,FACT10,PROD046,2024-09-26,2024-12-12,2024-12-12,4118,929.98,3829657.64,Delivered,0.0
PO00570,SUPP077,FACT05,PROD095,2024-03-29,2024-05-24,2024-07-12,2997,162.37,486622.89,Delivered,49.0
PO00571,SUPP065,FACT01,PROD034,2023-10-19,2024-01-04,2024-01-04,763,449.0,342587.0,Delivered,0.0
PO00572,SUPP052,FACT06,PROD064,2024-02-29,2024-03-14,2024-04-25,2473,491.55,1215603.15,Delayed,42.0
PO00573,SUPP067,FACT07,PROD029,2024-11-16,2024-12-22,2024-12-22,1940,271.78,527253.2,Delivered,0.0
PO00574,SUPP078,FACT01,PROD003,2024-12-02,2024-12-13,2024-12-13,3617,379.89,1374062.13,Delivered,0.0
PO00575,SUPP031,FACT09,PROD009,2023-08-21,2023-09-06,2023-09-09,1728,202.68,350231.04,Delayed,3.0
PO00576,SUPP017,FACT08,PROD075,2024-07-24,2024-08-16,2024-08-16,2197,420.37,923552.89,Delivered,0.0
PO00577,SUPP055,FACT12,PROD075,2024-10-08,2024-10-19,2024-11-14,967,427.61,413498.87,Delayed,26.0
PO00578,SUPP036,FACT08,PROD025,2022-01-21,2022-03-22,2022-03-23,2316,166.43,385451.88,Delivered,1.0
PO00579,SUPP026,FACT07,PROD086,2024-09-25,2024-10-29,,2574,597.37,1537630.38,Pending,
PO00580,SUPP053,FACT05,PROD042,2023-04-02,2023-05-21,2023-06-05,1856,323.04,599562.24,Delayed,15.0
PO00581,SUPP017,FACT03,PROD046,2024-10-10,2024-11-02,2024-11-02,4101,924.41,3791005.41,Delivered,0.0
PO00582,SUPP025,FACT12,PROD073,2022-09-22,2022-10-10,,609,370.9,225878.1,Pending,
PO00583,SUPP002,FACT09,PROD084,2022-07-03,2022-08-11,2022-10-02,678,355.61,241103.58,Delivered,52.0
PO00584,SUPP005,FACT07,PROD059,2022-08-15,2022-09-17,2022-09-17,3116,192.87,600982.92,Delivered,0.0
PO00585,SUPP004,FACT11,PROD021,2024-12-28,2025-02-22,2025-02-22,1961,128.79,252557.19,Delivered,0.0
PO00586,SUPP036,FACT10,PROD074,2024-08-26,2024-10-25,2024-10-25,3812,360.24,1373234.88,Delivered,0.0
PO00587,SUPP006,FACT10,PROD022,2024-03-15,2024-04-02,,3601,67.13,241735.13,Pending,
PO00588,SUPP021,FACT08,PROD029,2023-12-24,2024-01-02,2024-01-02,1858,279.54,519385.32,Delivered,0.0
PO00589,SUPP077,FACT06,PROD063,2024-12-31,2025-02-25,,2436,262.18,638670.48,Cancelled,
PO00590,SUPP026,FACT12,PROD073,2024-09-28,2024-11-01,2024-11-01,1945,329.25,640391.25,Delivered,0.0
PO00591,SUPP055,FACT11,PROD061,2024-05-24,2024-06-04,2024-06-04,3980,367.29,1461814.2,Delivered,0.0
PO00592,SUPP039,FACT05,PROD064,2022-03-25,2022-05-07,2022-06-13,1056,510.99,539605.44,Delivered,37.0
PO00593,SUPP033,FACT08,PROD069,2024-01-10,2024-01-23,2024-01-23,98,157.19,15404.62,Delivered,0.0
PO00594,SUPP014,FACT03,PROD040,2022-08-11,2022-08-18,,1900,388.47,738093.0,Pending,
PO00595,SUPP056,FACT12,PROD075,2024-03-03,2024-03-31,,1979,487.52,964802.08,Pending,
PO00596,SUPP021,FACT07,PROD001,2024-01-03,2024-01-12,2024-03-06,2182,249.62,544670.84,Delayed,54.0
PO00597,SUPP046,FACT02,PROD117,2023-02-09,2023-02-19,2023-03-09,1575,222.73,350799.75,Delayed,18.0
PO00598,SUPP016,FACT03,PROD106,2022-11-25,2023-01-10,2023-01-10,378,431.81,163224.18,Delivered,0.0
PO00599,SUPP016,FACT12,PROD065,2023-03-02,2023-04-17,2023-04-17,2707,591.31,1600676.17,Delivered,0.0
PO00600,SUPP029,FACT02,PROD062,2024-02-09,2024-04-08,2024-04-08,4579,170.63,781314.77,Delivered,0.0
PO00601,SUPP008,FACT05,PROD054,2023-08-31,2023-10-01,2023-10-23,637,408.83,260424.71,Delivered,22.0
PO00602,SUPP003,FACT07,PROD103,2023-06-10,2023-07-12,2023-07-12,3255,160.1,521125.5,Delivered,0.0
PO00603,SUPP019,FACT11,PROD060,2023-09-17,2023-10-29,2023-12-20,1648,132.4,218195.2,Delivered,52.0
PO00604,SUPP066,FACT10,PROD046,2022-03-18,2022-04-15,2022-04-15,3901,956.8,3732476.8,Delivered,0.0
PO00605,SUPP079,FACT11,PROD005,2024-07-08,2024-09-04,2024-09-04,2522,235.4,593678.8,Delivered,0.0
PO00606,SUPP074,FACT11,PROD113,2024-08-03,2024-08-16,2024-09-25,2867,266.56,764227.52,Delayed,40.0
PO00607,SUPP022,FACT11,PROD022,2023-04-11,2023-05-09,2023-05-09,4657,69.36,323009.52,Delivered,0.0
PO00608,SUPP046,FACT10,PROD090,2023-05-07,2023-05-17,2023-05-17,1458,257.53,375478.74,Delivered,0.0
PO00609,SUPP013,FACT01,PROD053,2022-11-09,2022-12-10,2022-12-10,1061,396.38,420559.18,Delivered,0.0
PO00610,SUPP033,FACT10,PROD070,2022-11-04,2022-11-17,2022-12-31,4709,116.61,549116.49,Delayed,44.0
PO00611,SUPP005,FACT09,PROD032,2023-11-22,2023-12-25,,4448,166.23,739391.04,Cancelled,
PO00612,SUPP077,FACT01,PROD112,2022-03-30,2022-05-25,2022-05-25,4094,65.65,268771.1,Delivered,0.0
PO00613,SUPP027,FACT01,PROD011,2024-01-05,2024-01-20,2024-01-20,1379,856.58,1181223.82,Delivered,0.0
PO00614,SUPP078,FACT12,PROD010,2024-02-17,2024-02-28,2024-03-31,2654,420.39,1115715.06,Delayed,32.0
PO00615,SUPP024,FACT10,PROD111,2024-01-21,2024-02-09,2024-02-09,2073,651.88,1351347.24,Delivered,0.0
PO00616,SUPP067,FACT08,PROD039,2023-01-06,2023-02-11,2023-03-31,4557,382.53,1743189.21,Delayed,48.0
PO00617,SUPP063,FACT06,PROD119,2023-03-27,2023-04-14,,3235,126.62,409615.7,Pending,
PO00618,SUPP048,FACT06,PROD098,2022-06-16,2022-06-28,2022-06-28,4653,205.23,954935.19,Delivered,0.0
PO00619,SUPP063,FACT12,PROD031,2023-01-27,2023-02-14,2023-02-14,4201,815.1,3424235.1,Delivered,0.0
PO00620,SUPP078,FACT09,PROD012,2024-01-06,2024-01-17,2024-01-17,2643,165.92,438526.56,Delivered,0.0
PO00621,SUPP012,FACT04,PROD115,2023-05-06,2023-06-12,2023-06-12,3391,366.58,1243072.78,Delivered,0.0
PO00622,SUPP028,FACT08,PROD108,2024-07-13,2024-08-09,,245,159.48,39072.6,Pending,
PO00623,SUPP044,FACT04,PROD080,2024-12-02,2025-01-19,2025-02-15,1840,239.79,441213.6,Delayed,27.0
PO00624,SUPP043,FACT02,PROD038,2024-08-02,2024-09-16,,1156,44.73,51707.88,Pending,
PO00625,SUPP017,FACT11,PROD067,2022-01-29,2022-02-21,2022-02-21,2839,199.54,566494.06,Delivered,0.0
PO00626,SUPP040,FACT08,PROD066,2024-11-20,2024-12-14,2024-12-14,2234,805.45,1799375.3,Delivered,0.0
PO00627,SUPP049,FACT12,PROD052,2023-11-24,2023-12-17,2023-12-17,588,168.85,99283.8,Delivered,0.0
PO00628,SUPP057,FACT07,PROD005,2022-05-08,2022-06-19,2022-06-19,4834,212.26,1026064.84,Delivered,0.0
PO00629,SUPP064,FACT04,PROD011,2024-02-06,2024-02-22,2024-04-16,768,895.16,687482.88,Delivered,54.0
PO00630,SUPP075,FACT09,PROD025,2023-03-17,2023-05-21,2023-05-21,4045,162.84,658687.8,Delivered,0.0
PO00631,SUPP057,FACT09,PROD035,2024-05-18,2024-06-29,2024-06-29,355,449.07,159419.85,Delivered,0.0
PO00632,SUPP074,FACT08,PROD035,2023-06-08,2023-06-21,,437,450.03,196663.11,Cancelled,
PO00633,SUPP074,FACT01,PROD022,2024-01-30,2024-02-12,2024-02-12,774,74.85,57933.9,Delivered,0.0
PO00634,SUPP070,FACT07,PROD037,2022-04-20,2022-05-02,2022-06-29,2646,148.57,393116.22,Delayed,58.0
PO00635,SUPP076,FACT05,PROD086,2022-06-12,2022-07-08,2022-07-08,2485,609.95,1515725.75,Delivered,0.0
PO00636,SUPP043,FACT07,PROD055,2023-07-14,2023-08-28,2023-08-28,2390,454.49,1086231.1,Delivered,0.0
PO00637,SUPP023,FACT12,PROD075,2023-02-03,2023-02-28,,228,438.64,100009.92,Pending,
PO00638,SUPP027,FACT09,PROD096,2023-08-06,2023-08-21,,1953,313.94,613124.82,Pending,
PO00639,SUPP058,FACT02,PROD099,2023-02-03,2023-03-19,2023-03-19,1754,395.61,693899.94,Delivered,0.0
PO00640,SUPP037,FACT11,PROD095,2022-08-27,2022-09-20,2022-09-20,3433,152.76,524425.08,Delivered,0.0
PO00641,SUPP006,FACT04,PROD109,2024-11-21,2024-12-09,2024-12-09,4225,116.84,493649.0,Delivered,0.0
PO00642,SUPP065,FACT04,PROD117,2022-04-20,2022-07-06,2022-07-06,4592,226.97,1042246.24,Delivered,0.0
PO00643,SUPP006,FACT02,PROD072,2022-10-27,2022-11-14,2022-12-10,4911,244.41,1200297.51,Delayed,26.0
PO00644,SUPP050,FACT03,PROD064,2024-09-28,2024-11-10,2024-11-27,4715,479.43,2260512.45,Delivered,17.0
PO00645,SUPP022,FACT11,PROD020,2024-02-03,2024-03-02,2024-04-21,145,254.95,36967.75,Delivered,50.0
PO00646,SUPP025,FACT08,PROD106,2022-09-06,2022-09-24,2022-11-23,1333,477.57,636600.81,Delayed,60.0
PO00647,SUPP079,FACT12,PROD098,2023-06-05,2023-08-02,2023-08-02,297,221.74,65856.78,Delivered,0.0
PO00648,SUPP072,FACT09,PROD004,2022-02-03,2022-03-04,2022-04-22,1031,351.96,362870.76,Delivered,49.0
PO00649,SUPP051,FACT06,PROD018,2022-08-16,2022-11-04,2022-11-04,4413,366.41,1616967.33,Delivered,0.0
PO00650,SUPP048,FACT10,PROD051,2023-08-08,2023-08-20,2023-09-05,1615,402.12,649423.8,Delivered,16.0
PO00651,SUPP070,FACT02,PROD068,2024-08-15,2024-08-27,2024-08-27,2191,55.22,120987.02,Delivered,0.0
PO00652,SUPP065,FACT02,PROD020,2024-03-23,2024-06-08,2024-06-08,785,251.62,197521.7,Delivered,0.0
PO00653,SUPP060,FACT07,PROD009,2023-12-25,2024-01-07,2024-01-07,3437,202.31,695339.47,Delivered,0.0
PO00654,SUPP046,FACT08,PROD080,2023-08-07,2023-08-17,,2709,252.19,683182.71,Pending,
PO00655,SUPP036,FACT08,PROD026,2023-07-24,2023-09-22,,498,257.01,127990.98,Pending,
PO00656,SUPP058,FACT06,PROD102,2022-08-08,2022-09-21,2022-09-21,1885,73.17,137925.45,Delivered,0.0
PO00657,SUPP076,FACT10,PROD025,2024-02-26,2024-03-23,2024-03-23,4765,146.94,700169.1,Delivered,0.0
PO00658,SUPP038,FACT08,PROD068,2023-06-12,2023-06-25,2023-06-25,663,57.25,37956.75,Delivered,0.0
PO00659,SUPP011,FACT01,PROD041,2022-03-16,2022-05-04,2022-05-04,1483,773.37,1146907.71,Delivered,0.0
PO00660,SUPP012,FACT09,PROD059,2022-05-16,2022-06-22,2022-08-05,926,200.63,185783.38,Delayed,44.0
PO00661,SUPP042,FACT12,PROD045,2022-03-15,2022-04-06,2022-04-06,2625,342.96,900270.0,Delivered,0.0
PO00662,SUPP039,FACT01,PROD041,2022-09-11,2022-10-24,2022-10-24,1183,827.09,978447.47,Delivered,0.0
PO00663,SUPP071,FACT03,PROD038,2024-11-07,2024-11-25,2024-11-25,4920,41.26,202999.2,Delivered,0.0
PO00664,SUPP011,FACT12,PROD117,2024-10-18,2024-12-06,2024-12-06,721,226.81,163530.01,Delivered,0.0
PO00665,SUPP036,FACT09,PROD019,2024-12-02,2025-01-31,2025-02-28,1680,160.68,269942.4,Delivered,28.0
PO00666,SUPP052,FACT11,PROD014,2022-02-19,2022-03-05,2022-03-18,3368,251.04,845502.72,Delayed,13.0
PO00667,SUPP031,FACT05,PROD021,2023-05-30,2023-06-15,2023-07-19,410,145.7,59737.0,Delayed,34.0
PO00668,SUPP033,FACT09,PROD015,2024-01-14,2024-01-27,2024-03-05,2442,58.11,141904.62,Delayed,38.0
PO00669,SUPP013,FACT09,PROD003,2024-01-01,2024-02-01,2024-02-07,3951,367.93,1453691.43,Delayed,6.0
PO00670,SUPP018,FACT06,PROD037,2023-07-25,2023-08-15,2023-09-28,847,148.0,125356.0,Delayed,44.0
PO00671,SUPP041,FACT11,PROD117,2023-07-30,2023-09-26,2023-09-26,1833,233.95,428830.35,Delivered,0.0
PO00672,SUPP058,FACT01,PROD114,2024-06-21,2024-08-04,2024-08-04,116,277.2,32155.2,Delivered,0.0
PO00673,SUPP056,FACT10,PROD046,2022-07-21,2022-08-18,,3084,833.7,2571130.8,Pending,
PO00674,SUPP024,FACT07,PROD016,2022-07-26,2022-08-14,2022-08-14,2140,251.08,537311.2,Delivered,0.0
PO00675,SUPP073,FACT06,PROD014,2023-02-19,2023-02-26,2023-02-26,2326,261.32,607830.32,Delivered,0.0
PO00676,SUPP031,FACT09,PROD009,2022-08-09,2022-08-25,2022-08-25,3565,189.54,675710.1,Delivered,0.0
PO00677,SUPP055,FACT07,PROD111,2024-01-28,2024-02-08,2024-02-08,283,722.09,204351.47,Delivered,0.0
PO00678,SUPP010,FACT12,PROD007,2024-02-02,2024-02-19,2024-02-19,1272,136.2,173246.4,Delivered,0.0
PO00679,SUPP060,FACT11,PROD014,2023-07-17,2023-07-30,2023-07-30,2594,242.07,627929.58,Delivered,0.0
PO00680,SUPP002,FACT12,PROD006,2023-01-04,2023-02-12,2023-02-12,1105,498.14,550444.7,Delivered,0.0
PO00681,SUPP015,FACT04,PROD085,2024-06-14,2024-08-02,2024-08-22,4604,390.27,1796803.08,Delayed,20.0
PO00682,SUPP003,FACT07,PROD015,2022-07-23,2022-08-24,2022-08-24,3397,57.67,195904.99,Delivered,0.0
PO00683,SUPP043,FACT02,PROD052,2024-11-14,2024-12-29,2025-01-26,1219,171.97,209631.43,Delayed,28.0
PO00684,SUPP031,FACT06,PROD072,2024-08-14,2024-08-30,2024-08-30,4151,236.12,980134.12,Delivered,0.0
PO00685,SUPP070,FACT06,PROD034,2022-03-10,2022-03-22,2022-03-22,543,425.44,231013.92,Delivered,0.0
PO00686,SUPP067,FACT02,PROD104,2023-05-31,2023-07-06,2023-07-06,3229,87.15,281407.35,Delivered,0.0
PO00687,SUPP056,FACT04,PROD001,2022-08-28,2022-09-25,2022-09-25,3893,241.18,938913.74,Delivered,0.0
PO00688,SUPP063,FACT08,PROD096,2022-12-27,2023-01-14,2023-01-14,1413,296.97,419618.61,Delivered,0.0
PO00689,SUPP075,FACT08,PROD113,2024-11-20,2025-01-24,,3448,277.87,958095.76,Pending,
PO00690,SUPP015,FACT08,PROD115,2023-12-08,2024-01-26,,1106,397.8,439966.8,Pending,
PO00691,SUPP010,FACT08,PROD069,2023-11-21,2023-12-08,2024-01-18,192,163.37,31367.04,Delayed,41.0
PO00692,SUPP038,FACT01,PROD094,2023-10-19,2023-11-01,2023-11-01,3365,172.87,581707.55,Delivered,0.0
PO00693,SUPP047,FACT02,PROD086,2022-12-10,2023-01-11,2023-01-11,4881,655.59,3199934.79,Delivered,0.0
PO00694,SUPP057,FACT12,PROD020,2023-06-20,2023-08-01,2023-08-01,2823,257.31,726386.13,Delivered,0.0
PO00695,SUPP050,FACT04,PROD080,2022-12-21,2023-02-02,2023-02-02,1934,246.32,476382.88,Delivered,0.0
PO00696,SUPP071,FACT12,PROD007,2024-07-16,2024-08-03,2024-08-03,2314,139.86,323636.04,Delivered,0.0
PO00697,SUPP015,FACT09,PROD007,2024-09-09,2024-10-28,2024-12-01,1974,121.82,240472.68,Delivered,34.0
PO00698,SUPP018,FACT03,PROD050,2022-04-15,2022-05-06,2022-05-06,4095,329.47,1349179.65,Delivered,0.0
PO00699,SUPP002,FACT06,PROD114,2024-08-19,2024-09-27,2024-09-27,2531,283.81,718323.11,Delivered,0.0
PO00700,SUPP043,FACT07,PROD002,2023-06-11,2023-07-26,2023-07-26,1940,312.55,606347.0,Delivered,0.0
PO00701,SUPP026,FACT08,PROD047,2023-05-19,2023-06-22,2023-06-22,3175,113.35,359886.25,Delivered,0.0
PO00702,SUPP071,FACT07,PROD014,2024-07-19,2024-08-06,2024-08-06,991,257.58,255261.78,Delivered,0.0
PO00703,SUPP038,FACT03,PROD031,2023-12-10,2023-12-23,,1665,756.84,1260138.6,Pending,
PO00704,SUPP042,FACT06,PROD050,2022-08-23,2022-09-14,2022-09-14,2018,364.81,736186.58,Delivered,0.0
PO00705,SUPP005,FACT05,PROD061,2024-10-26,2024-11-28,2024-11-28,3272,374.5,1225364.0,Delivered,0.0
PO00706,SUPP011,FACT12,PROD041,2023-05-09,2023-06-27,2023-06-27,4200,843.38,3542196.0,Delivered,0.0
PO00707,SUPP065,FACT10,PROD014,2024-05-27,2024-08-12,2024-08-12,1521,241.37,367123.77,Delivered,0.0
PO00708,SUPP034,FACT04,PROD005,2024-08-24,2024-09-21,2024-10-19,1108,229.19,253942.52,Delayed,28.0
PO00709,SUPP001,FACT01,PROD075,2024-08-23,2024-10-10,,1056,448.04,473130.24,Pending,
PO00710,SUPP002,FACT07,PROD104,2024-08-21,2024-09-29,2024-09-29,3240,89.25,289170.0,Delivered,0.0
PO00711,SUPP020,FACT08,PROD005,2024-06-15,2024-07-23,2024-07-23,1270,214.1,271907.0,Delivered,0.0
PO00712,SUPP061,FACT02,PROD064,2022-08-05,2022-09-08,,4711,487.09,2294680.99,Cancelled,
PO00713,SUPP021,FACT07,PROD029,2023-09-15,2023-09-24,2023-09-24,4916,246.78,1213170.48,Delivered,0.0
PO00714,SUPP068,FACT06,PROD075,2022-12-19,2023-01-17,2023-03-03,1847,458.72,847255.84,Delayed,45.0
PO00715,SUPP012,FACT05,PROD005,2023-11-23,2023-12-30,2023-12-30,2921,242.22,707524.62,Delivered,0.0
PO00716,SUPP022,FACT04,PROD113,2023-11-06,2023-12-04,2023-12-16,563,251.45,141566.35,Delivered,12.0
PO00717,SUPP020,FACT02,PROD118,2023-09-23,2023-10-31,,1667,135.44,225778.48,Pending,
PO00718,SUPP001,FACT10,PROD096,2022-11-21,2023-01-08,2023-01-08,4567,308.18,1407458.06,Delivered,0.0
PO00719,SUPP030,FACT06,PROD036,2024-06-19,2024-06-26,2024-06-26,4662,737.56,3438504.72,Delivered,0.0
PO00720,SUPP024,FACT05,PROD079,2022-11-04,2022-11-23,2022-11-23,3807,173.44,660286.08,Delivered,0.0
PO00721,SUPP014,FACT02,PROD019,2023-10-16,2023-10-23,2023-10-23,2082,152.11,316693.02,Delivered,0.0
PO00722,SUPP036,FACT10,PROD064,2022-10-12,2022-12-11,,3260,478.92,1561279.2,Pending,
PO00723,SUPP069,FACT07,PROD022,2023-01-27,2023-03-02,2023-03-02,754,66.26,49960.04,Delivered,0.0
PO00724,SUPP075,FACT06,PROD034,2022-12-26,2023-03-01,2023-03-01,1723,411.9,709703.7,Delivered,0.0
PO00725,SUPP024,FACT12,PROD056,2024-02-08,2024-02-27,2024-04-17,3749,162.62,609662.38,Delayed,50.0
PO00726,SUPP060,FACT11,PROD017,2024-03-07,2024-03-20,2024-03-20,2141,238.94,511570.54,Delivered,0.0
PO00727,SUPP055,FACT09,PROD076,2024-07-20,2024-07-31,2024-07-31,2898,641.43,1858864.14,Delivered,0.0
PO00728,SUPP077,FACT11,PROD089,2022-06-14,2022-08-09,,4364,262.9,1147295.6,Pending,
PO00729,SUPP080,FACT10,PROD056,2024-01-03,2024-03-27,,4713,167.88,791218.44,Cancelled,
PO00730,SUPP024,FACT05,PROD017,2023-08-04,2023-08-23,2023-08-23,1827,221.4,404497.8,Delivered,0.0
PO00731,SUPP077,FACT09,PROD074,2024-03-31,2024-05-26,2024-05-26,4403,357.25,1572971.75,Delivered,0.0
PO00732,SUPP024,FACT09,PROD092,2022-05-04,2022-05-23,2022-05-30,942,246.82,232504.44,Delayed,7.0
PO00733,SUPP054,FACT01,PROD082,2022-12-10,2023-01-11,2023-01-14,1021,340.71,347864.91,Delayed,3.0
PO00734,SUPP026,FACT05,PROD115,2023-06-08,2023-07-12,,152,399.62,60742.24,Pending,
PO00735,SUPP066,FACT09,PROD018,2024-12-11,2025-01-08,2025-01-08,1157,342.36,396110.52,Delivered,0.0
PO00736,SUPP080,FACT07,PROD045,2022-05-09,2022-08-01,2022-08-01,3296,351.98,1160126.08,Delivered,0.0
PO00737,SUPP038,FACT06,PROD096,2023-10-19,2023-11-01,2023-11-01,3762,302.52,1138080.24,Delivered,0.0
